card_name,total_games_analyzed,total_games_with_card,games_with_prelude,seen_count,drawn_count,played_count,win_rate_overall,elo_gain_overall,win_rate_when_seen,elo_gain_when_seen,win_rate_when_drawn,elo_gain_when_drawn,win_rate_when_bought_during_game,elo_gain_when_bought_during_game,win_rate_when_played,elo_gain_when_played,win_count_overall,win_count_when_seen,win_count_when_drawn,win_count_when_bought_during_game,win_count_when_played,avg_elo_overall,avg_elo_when_seen,avg_elo_when_drawn,avg_elo_when_bought_during_game,avg_elo_when_played,play_to_buy_during_game_rate,play_to_buy_overall_rate,play_to_draw_for_free_rate,play_per_option_rate,play_per_card_in_hand_rate,plays_when_bought_during_game,plays_when_bought_overall,plays_when_drawn_for_free,relative_win_rate_when_seen,relative_win_rate_when_drawn,relative_win_rate_when_bought_during_game,relative_win_rate_when_played,relative_elo_gain_when_seen,relative_elo_gain_when_drawn,relative_elo_gain_when_bought_during_game,relative_elo_gain_when_played,bayesian_win_rate_when_bought_during_game,bayesian_elo_gain_when_bought_during_game,original_win_rate_when_bought_during_game,original_elo_gain_when_bought_during_game,game_count_when_bought_during_game,bayesian_win_rate_when_played,bayesian_elo_gain_when_played,original_win_rate_when_played,original_elo_gain_when_played,game_count_when_played
Quantum Extractor,16707,6666,5416,6461,4461,3778,81.7882,1.6625,81.7675,1.6658,83.5687,1.9496,82.7534,1.9066,84.4107,2.0695,5452,5283,3728,2070,3196,583.9113,583.0658,581.6573,574.4706,579.5005,0.8919,0.8885,0.7423,0.5847,0.8469,2227,2836,942,16.75,52.77,39.39,73.3,12.93,41.31,39.98,56.12,82.7534,1.9066,82.8995,1.9363,2496,84.4107,2.0695,84.595,2.0977,3778
Rad-Chem Factory,16707,6465,5287,6258,3372,2734,80.8662,1.4422,80.8725,1.4444,81.9988,1.5792,81.3533,1.5779,81.3177,1.4558,5228,5061,2765,1549,2224,586.3086,585.3218,586.7918,587.0194,586.8676,0.8408,0.8497,0.7429,0.4369,0.8108,1600,1821,913,-1.15,21.37,9.35,8.32,-9.21,4.27,4.57,-8.66,81.3533,1.5779,81.3978,1.5822,1902,81.3177,1.4558,81.346,1.4499,2734
Rad-Suits,16707,6452,5236,6261,1879,1363,80.2542,1.4995,80.3546,1.5229,82.0649,1.8116,80.0322,2.0883,81.2451,1.8031,5178,5031,1542,492,1108,583.5375,582.4571,578.818,569.0389,574.3962,0.8298,0.8349,0.6669,0.2177,0.7254,512,546,817,-11.51,22.7,-23.79,7.22,-1.36,27.51,73.09,30.58,80.0322,2.0883,79.7407,2.2674,616,81.2451,1.8031,81.2913,1.8423,1362
Regolith Eaters,16707,6563,5416,6352,1609,504,80.5272,1.474,80.5416,1.4794,80.174,1.3978,75.065,1.0493,76.6847,1.2618,5285,5116,1290,254,378,585.8254,584.9197,578.596,564.4972,557.1865,0.6949,0.7303,0.1538,0.0793,0.3132,246,325,179,-7.77,-15.12,-183.57,-118.6,-5.71,-13.87,-76.25,-38.37,75.065,1.0493,71.7514,0.774,354,76.6847,1.2618,75.0,1.1528,504
Release of Inert Gases,16707,6280,5153,6083,1864,1053,80.4459,1.5967,80.5524,1.6262,82.0815,1.9742,80.4309,2.0589,79.6377,1.6571,5052,4900,1530,484,836,585.6592,584.7832,572.7151,557.8292,562.9829,0.7562,0.7849,0.432,0.1731,0.5649,456,551,502,-7.55,23.03,-13.3,-30.76,8.97,43.77,69.57,14.35,80.4309,2.0589,80.2653,2.2322,603,79.6377,1.6571,79.3922,1.68,1053
Research,16707,6418,5294,6224,5061,4495,82.5023,1.8071,82.5353,1.8159,82.9678,1.8275,82.0517,1.7789,82.2974,1.7464,5295,5137,4199,2472,3702,585.6331,584.9361,586.8437,582.8439,586.4071,0.8987,0.9028,0.845,0.7222,0.8882,2705,3410,1085,32.1,40.75,23.92,28.56,27.94,29.1,25.85,21.92,82.0517,1.7789,82.1262,1.795,3010,82.2974,1.7464,82.3582,1.7557,4494
Research Coordination,16707,5593,5593,5399,3136,2427,80.6544,1.0249,80.7001,1.0207,82.1747,1.2012,82.4892,1.3662,82.4081,1.2506,4511,4357,2577,1285,2003,610.4198,610.3617,612.7172,612.8726,613.0297,0.8668,0.8709,0.5821,0.4495,0.7739,1347,1814,613,-4.6,24.89,35.19,32.0,-51.58,-33.53,-19.22,-30.95,82.4892,1.3662,82.6898,1.3443,1554,82.4081,1.2506,82.5299,1.227,2426
Research Outpost,16707,6019,4964,5811,5285,5136,83.8345,2.1459,83.9959,2.1635,84.6358,2.2863,83.7256,2.0819,84.7612,2.3212,5046,4881,4473,2725,4361,585.5426,585.18,585.1603,585.3408,584.6924,0.9898,0.9916,0.9086,0.8838,0.9718,3215,3993,1143,61.32,74.11,59.35,79.61,62.7,74.98,57.9,81.53,83.7256,2.0819,83.8978,2.1155,3247,84.7612,2.3212,84.9104,2.3518,5136
Restricted Area,16707,6405,5257,6189,5295,5063,83.8095,2.0075,83.9877,2.0406,84.6459,2.122,83.6696,1.8824,84.3409,2.0641,5368,5198,4482,2831,4277,586.3074,585.1428,587.5118,586.0302,587.9439,0.9698,0.9753,0.8858,0.8181,0.9562,3275,4062,1001,61.15,74.32,58.03,70.91,50.41,58.55,36.64,54.84,83.6696,1.8824,83.8318,1.9029,3377,84.3409,2.0641,84.4756,2.0849,5063
Robotic Workforce,16707,6679,5488,6479,4226,3352,81.2846,1.6625,81.1391,1.6439,81.7558,1.6796,81.2571,1.5326,82.0625,1.8081,5429,5257,3455,1807,2753,585.5409,584.9285,586.7686,585.753,587.2252,0.8583,0.8698,0.616,0.5174,0.7932,1908,2566,786,4.18,16.51,7.13,24.0,10.74,14.31,-0.43,28.78,81.2571,1.5326,81.2865,1.5322,2223,82.0625,1.8081,82.1301,1.8243,3351
Rover Construction,16707,6328,5241,6112,3140,2827,80.7048,1.6054,80.7101,1.6116,81.9427,1.9424,81.3888,2.06,81.8917,1.9231,5107,4933,2573,1295,2317,583.8434,582.5283,580.5806,579.6025,581.6915,0.9629,0.9649,0.8,0.4625,0.9003,1531,1843,984,-4.4,20.25,10.33,20.59,7.51,40.59,58.93,41.4,81.3888,2.06,81.4465,2.1258,1590,81.8917,1.9231,81.9597,1.9505,2826
Sabotage,16707,6875,5636,6660,5239,5104,82.4727,1.79,82.5676,1.8182,83.5847,1.9931,83.0281,1.881,83.2364,1.9228,5670,5499,4379,2642,4253,586.9184,586.103,587.2804,584.2874,587.8736,0.978,0.9823,0.9492,0.7664,0.9742,3107,3890,1214,32.75,53.09,44.6,47.93,28.17,45.66,36.62,40.14,83.0281,1.881,83.1602,1.9027,3177,83.2364,1.9228,83.3268,1.9379,5104
Satellites,16707,6355,5281,6200,2838,2045,81.0386,1.5451,81.1774,1.5687,82.7696,1.7449,81.9877,1.5871,83.4681,1.9106,5150,5033,2349,1045,1712,587.068,586.6655,585.8869,586.2131,583.4543,0.8774,0.8802,0.5388,0.3298,0.7206,1116,1330,715,4.95,36.79,24.48,55.73,3.22,20.84,5.86,41.07,81.9877,1.5871,82.1541,1.5951,1271,83.4681,1.9106,83.7164,1.9472,2044
Search For Life,16707,7121,5901,6939,3374,2471,81.056,1.5096,81.0203,1.5115,82.4837,1.7579,81.8105,1.6278,82.7353,1.8418,5772,5622,2783,1332,2048,587.1637,586.3194,589.2478,588.5197,589.3383,0.9016,0.8832,0.4651,0.3561,0.7324,1466,1905,566,1.8,31.07,19.77,39.03,-2.5,22.14,10.25,33.0,81.8105,1.6278,81.9188,1.639,1626,82.7353,1.8418,82.8814,1.8665,2471
Security Fleet,16707,6641,5511,6480,1425,251,79.4308,1.3155,79.3056,1.2955,80.1404,1.3109,77.1273,0.8939,76.4736,0.9928,5275,5139,1142,105,183,587.2557,586.4756,583.473,553.5342,571.6096,0.6096,0.6107,0.1254,0.0387,0.1761,89,91,160,-32.49,-15.79,-180.25,-160.43,-24.1,-22.56,-152.28,-97.87,77.1273,0.8939,71.9178,0.0137,146,76.4736,0.9928,72.9084,0.5578,250
SF Memorial,16707,5265,5265,5061,2808,2477,81.4435,1.2887,81.4068,1.2867,81.161,1.3373,80.6576,1.3495,80.3833,1.2616,4288,4120,2279,1244,1990,608.8809,608.7943,606.1823,606.4381,606.0367,0.9242,0.9273,0.8014,0.4894,0.8821,1426,1670,807,9.53,4.62,-6.16,-11.82,-24.98,-19.92,-21.12,-29.71,80.6576,1.3495,80.6222,1.3253,1542,80.3833,1.2616,80.3391,1.2394,2477
Shuttles,16707,6489,5353,6352,3721,3243,80.8753,1.4626,80.9666,1.4871,82.6928,1.8237,81.8778,1.6581,82.5693,1.7701,5248,5143,3077,1768,2681,583.4509,582.7036,587.2773,584.7441,589.3056,0.9105,0.9095,0.8018,0.5105,0.8715,1964,2191,1052,0.73,35.25,20.71,34.81,-4.94,28.72,13.29,24.8,81.8778,1.6581,81.9657,1.6694,2156,82.5693,1.7701,82.6704,1.7845,3242
Small Animals,16707,7045,5826,6847,4855,4038,81.5188,1.5087,81.5832,1.5198,82.8012,1.5839,82.397,1.3925,81.8749,1.4562,5743,5586,4020,2549,3308,587.0914,586.5553,594.9839,596.946,595.4715,0.8534,0.8486,0.7805,0.5897,0.8317,2637,3099,939,13.06,37.42,31.24,19.83,-1.67,4.74,-15.33,-8.43,82.397,1.3925,82.4919,1.3832,3090,81.8749,1.4562,81.9217,1.4522,4038
Soil Factory,16707,6578,5388,6349,1613,752,80.6932,1.5452,80.7214,1.5458,81.5871,1.5952,80.4441,1.7067,80.4475,1.3375,5308,5125,1316,320,604,586.669,585.9606,582.4247,565.0326,582.1569,0.7018,0.6995,0.3877,0.1184,0.4662,280,284,468,-4.17,13.14,-14.59,-12.22,0.93,5.87,25.55,-25.19,80.4441,1.7067,80.2005,1.792,399,80.4475,1.3375,80.3191,1.2846,752
Solar Power,16707,6350,5213,6170,2072,1165,80.0,1.4302,80.0324,1.4527,81.4672,1.5796,79.9385,1.6338,80.2829,1.4208,5080,4938,1688,536,934,585.5953,584.9154,579.3209,559.8143,568.4206,0.7593,0.7763,0.4122,0.1888,0.5623,511,663,502,-17.95,10.74,-25.73,-15.17,-8.38,4.31,12.62,-13.56,79.9385,1.6338,79.6434,1.6627,672,80.2829,1.4208,80.1717,1.4009,1164
Solar Wind Power,16707,6852,5623,6719,4813,4328,81.5528,1.6645,81.5598,1.6708,82.1941,1.6875,81.0398,1.5235,81.8432,1.6344,5588,5480,3956,2181,3544,585.183,584.7104,586.9258,585.7744,587.1322,0.9153,0.9262,0.8322,0.6441,0.8992,2463,3177,1151,12.59,25.28,2.36,19.11,13.43,15.1,-1.4,10.24,81.0398,1.5235,81.0479,1.5225,2691,81.8432,1.6344,81.8854,1.6389,4327
Soletta,16707,7024,5768,6870,2148,958,80.2107,1.4416,80.2183,1.4381,79.702,1.2239,75.1872,0.6683,76.4992,0.6522,5634,5511,1712,284,724,589.046,588.6376,589.9926,572.2901,585.0814,0.7761,0.8684,0.1391,0.1394,0.446,305,785,173,-14.24,-24.56,-173.31,-107.12,-9.84,-31.26,-131.0,-106.89,75.1872,0.6683,72.2646,0.2265,393,76.4992,0.6522,75.5741,0.4676,958
Space Elevator,16707,6428,5271,6283,3844,3237,81.705,1.6808,81.8081,1.7016,83.0125,1.8234,81.8374,1.6727,83.3244,1.8013,5252,5140,3191,1560,2702,585.0797,584.6054,583.4844,578.3855,586.1359,0.9291,0.9386,0.6501,0.5152,0.8421,1769,2401,836,17.56,41.65,20.05,50.85,16.51,28.69,15.05,28.12,81.8374,1.6727,81.9328,1.687,1903,83.3244,1.8013,83.4724,1.8177,3236
Space Hotels,16707,5320,5320,5183,2930,2388,81.203,1.2769,81.1885,1.2807,83.1399,1.6147,82.6663,1.6492,84.2681,1.8402,4320,4208,2436,1136,2019,605.565,605.3735,601.8693,597.8307,600.4841,0.9285,0.9169,0.6302,0.4607,0.815,1272,1732,656,5.17,44.2,39.79,72.35,-25.58,7.82,12.92,32.91,82.6663,1.6492,82.9197,1.6657,1370,84.2681,1.8402,84.5477,1.8656,2388
Space Mirrors,16707,6965,5716,6825,1490,326,80.4738,1.5029,80.4689,1.5103,82.7517,2.1678,79.4027,1.6072,78.8732,1.4038,5605,5492,1233,147,253,584.6737,583.9519,573.0738,546.746,554.7791,0.6296,0.6747,0.1273,0.0478,0.2188,119,168,158,-9.22,36.43,-63.05,-66.45,-2.62,63.13,14.6,-21.44,79.4027,1.6072,77.7778,1.6825,188,78.8732,1.4038,77.6074,1.3221,325
Space Station,16707,6446,5288,6291,3700,3434,80.6547,1.4645,80.6867,1.4783,82.1081,1.7,81.1669,1.6213,82.1921,1.7262,5199,5076,3038,1623,2825,584.0171,583.4739,581.9384,579.6863,580.7697,0.9595,0.9597,0.8673,0.5459,0.9281,1918,2336,1098,-4.87,23.56,5.21,26.71,-5.82,16.35,9.33,20.08,81.1669,1.6213,81.1906,1.6298,1998,82.1921,1.7262,82.2656,1.7373,3433
Special Design,16707,6869,5621,6671,2499,1495,81.4529,1.5643,81.517,1.5771,81.7927,1.6118,80.8189,1.5887,81.3487,1.609,5595,5438,2044,989,1217,583.5778,582.8377,582.3449,580.7312,582.1612,0.6904,0.6877,0.4966,0.2241,0.5982,845,914,581,11.74,17.25,-2.59,9.49,4.06,7.53,6.07,8.22,80.8189,1.5887,80.8007,1.5972,1223,81.3487,1.609,81.4047,1.6187,1494
Sponsors,16707,6882,5679,6684,3430,2984,80.9503,1.6507,80.8498,1.6417,82.2157,1.8796,79.3017,1.5137,82.1564,1.9072,5571,5404,2820,1126,2454,585.3246,584.2659,580.0615,573.6952,577.4286,0.9649,0.9769,0.6765,0.4464,0.87,1374,2158,826,-1.61,25.71,-37.14,26.17,10.52,34.31,-2.6,39.55,79.3017,1.5137,79.073,1.5105,1424,82.1564,1.9072,82.2386,1.932,2984
Standard Technology,16707,7015,5761,6791,4783,3886,81.5681,1.6279,81.8731,1.6875,82.1451,1.7746,80.3999,1.4948,81.7636,1.6966,5722,5560,3929,2263,3179,584.6373,583.697,585.0209,586.9748,587.1899,0.8544,0.8654,0.6656,0.5722,0.8125,2406,3042,844,18.86,24.3,-11.36,17.53,15.1,23.81,-4.47,16.83,80.3999,1.4948,80.3622,1.4918,2816,81.7636,1.6966,81.8065,1.7048,3885
Steelworks,16707,6858,5613,6664,1809,702,81.3211,1.5663,81.3625,1.5791,82.6423,1.5937,80.9666,1.5345,81.8024,1.6112,5577,5422,1495,396,576,586.0965,585.5207,590.1056,589.2638,588.7023,0.7362,0.7635,0.1674,0.1053,0.3881,360,510,191,8.65,34.24,1.03,22.42,4.26,5.72,-0.28,9.6,80.9666,1.5345,80.9816,1.5337,488,81.8024,1.6112,82.0513,1.6325,701
Strip Mine,16707,6408,5252,6223,3258,2325,81.1017,1.6064,81.1506,1.6113,81.7986,1.6771,79.7054,1.5133,82.0538,1.7672,5197,5050,2665,1174,1910,583.2903,582.3842,583.3011,575.0346,581.5419,0.874,0.8927,0.4093,0.3736,0.7136,1290,1831,494,4.41,17.37,-27.82,24.41,7.48,14.06,-2.63,25.06,79.7054,1.5133,79.5393,1.5102,1475,82.0538,1.7672,82.1505,1.7871,2325
Subterranean Reservoir,16707,6916,5666,6707,3827,3121,81.0729,1.5039,81.1391,1.5274,80.7682,1.5278,79.3946,1.2661,80.4836,1.5045,5607,5442,3091,1561,2511,584.9277,584.1311,583.8795,578.5822,583.7148,0.9162,0.9278,0.5843,0.4653,0.8155,1805,2390,731,4.18,-3.24,-33.83,-9.5,-0.91,-0.87,-29.79,-3.41,79.3946,1.2661,79.2386,1.2386,1969,80.4836,1.5045,80.455,1.5024,3120
Symbiotic Fungus,16707,6861,5644,6641,2080,1306,81.7374,1.6861,81.6142,1.6454,83.75,1.774,84.0057,1.962,84.2536,1.9451,5608,5420,1742,716,1107,585.3406,584.6406,589.1216,591.9195,591.4173,0.8272,0.8281,0.4764,0.1967,0.6279,699,742,564,13.68,56.4,76.07,76.65,10.89,23.75,52.62,47.12,84.0057,1.962,84.7337,2.0627,845,84.2536,1.9451,84.7626,2.0077,1306
Tardigrades,16707,7060,5793,6866,1801,1006,81.0198,1.5334,81.0516,1.5569,82.0655,1.8523,81.4185,1.8276,81.6633,1.7913,5720,5565,1478,404,823,585.0095,583.7485,580.2848,573.9091,577.6789,0.8222,0.8494,0.4044,0.1465,0.5586,407,530,476,2.43,22.71,13.72,17.58,2.04,31.58,40.9,30.54,81.4185,1.8276,81.6162,1.9455,494,81.6633,1.7913,81.8091,1.8419,1006
Technology Demonstration,16707,6808,5575,6667,5363,5241,81.9183,1.7504,81.9859,1.7669,82.92,1.8777,82.7556,1.8686,82.6109,1.8287,5577,5466,4447,2771,4333,584.4085,583.9243,586.1344,584.2661,586.1231,0.9764,0.9792,0.971,0.7861,0.9773,3265,4001,1240,21.12,39.8,38.69,34.9,23.04,34.12,35.2,30.34,82.7556,1.8686,82.8648,1.8885,3344,82.6109,1.8287,82.6751,1.8399,5240
Tectonic Stress Power,16707,6441,5302,6202,2164,1122,80.5931,1.5563,80.5063,1.5559,82.2551,1.9857,79.8441,1.6683,80.5493,1.8285,5191,4993,1780,627,903,585.156,584.0114,577.3115,570.0584,568.9804,0.769,0.7667,0.3157,0.1809,0.5185,606,746,376,-8.48,26.5,-27.23,-8.98,1.94,44.92,16.53,34.41,79.8441,1.6683,79.5685,1.7018,788,80.5493,1.8285,80.4813,1.8806,1121
Terraforming Ganymede,16707,6079,4975,5927,3239,1314,81.9707,1.6606,82.0145,1.6642,83.1429,1.7962,81.7992,1.6959,79.317,1.4724,4983,4861,2693,1223,1039,584.9844,584.3514,583.2393,578.4508,569.1446,0.5084,0.4956,0.2757,0.2217,0.4057,759,949,365,21.69,44.26,19.71,-37.17,12.77,25.97,18.08,-7.38,81.7992,1.6959,81.9156,1.7173,1493,79.317,1.4724,79.0715,1.4627,1314
Titanium Mine,16707,6755,5572,6568,3626,3088,81.3323,1.7211,81.4099,1.7377,82.731,1.9145,81.1792,1.7611,82.6295,1.9371,5494,5347,2999,1288,2555,583.6206,583.1323,580.4265,570.2926,577.6639,0.966,0.9773,0.6123,0.4702,0.8519,1532,2321,766,9.6,36.02,5.61,36.19,20.12,37.8,25.29,42.66,81.1792,1.7611,81.2106,1.7894,1585,82.6295,1.9371,82.7396,1.9631,3088
Toll Station,16707,6260,5086,6111,1832,848,80.8946,1.5898,80.9197,1.6145,82.6419,1.7751,80.4169,1.5873,80.8073,1.3963,5064,4945,1514,467,685,584.9046,584.1793,578.3974,565.7354,564.4139,0.7096,0.6939,0.347,0.1388,0.4629,413,424,424,-0.21,34.24,-13.79,-3.04,7.8,23.86,6.83,-17.33,80.4169,1.5873,80.2405,1.6048,582,80.8073,1.3963,80.7783,1.3632,848
Towing a Comet,16707,6974,5711,6830,5153,4514,81.7752,1.6868,81.7716,1.6864,82.4568,1.6945,82.165,1.5906,82.8142,1.7869,5703,5585,4249,2497,3742,584.2671,583.9152,586.0629,583.8986,587.1965,0.9226,0.9308,0.7217,0.6609,0.876,2801,3539,975,16.83,30.53,26.33,39.35,14.99,15.8,5.77,26.15,82.165,1.5906,82.2464,1.5942,3035,82.8142,1.7869,82.8977,1.798,4513
Trans-Neptune Probe,16707,6839,5633,6707,4727,4024,81.4593,1.5549,81.4075,1.5369,82.3567,1.6448,81.7564,1.535,81.7438,1.5453,5571,5460,3893,2308,3291,586.7647,586.2131,588.1879,587.0868,588.2348,0.8479,0.8551,0.8415,0.6,0.8513,2392,2904,1120,9.55,28.53,17.7,17.08,0.04,10.83,-0.16,0.92,81.7564,1.535,81.815,1.5349,2820,81.7438,1.5453,81.7843,1.5457,4023
Trees,16707,6957,5688,6857,5243,4209,81.975,1.5934,81.9746,1.6017,82.2621,1.5379,81.6699,1.4329,81.5346,1.3732,5703,5621,4313,2668,3433,584.5852,584.1593,587.8251,585.2417,586.2433,0.8208,0.8206,0.7541,0.6138,0.8028,2680,3148,1061,20.89,26.64,15.7,12.66,6.52,0.14,-10.99,-17.11,81.6699,1.4329,81.7152,1.4266,3264,81.5346,1.3732,81.5633,1.3654,4209
Tropical Resort,16707,6455,5294,6267,1813,789,79.9845,1.42,79.8947,1.4064,81.412,1.6895,78.3396,1.2315,76.7311,0.9843,5163,5007,1476,486,597,584.8178,583.8663,579.1622,572.1675,571.4297,0.6172,0.6178,0.3353,0.1259,0.4352,387,396,393,-20.71,9.64,-68.36,-105.29,-13.01,15.3,-40.25,-69.24,78.3396,1.2315,77.512,1.134,626,76.7311,0.9843,75.6654,0.8441,788
Tundra Farming,16707,6260,5132,6161,2799,1882,80.9904,1.5965,80.9933,1.604,80.9218,1.8031,78.3524,1.481,80.0605,1.8095,5070,4990,2265,1062,1505,583.2633,582.9177,577.0111,570.4949,572.5255,0.7599,0.7615,0.5754,0.3055,0.6724,1035,1111,771,1.26,-0.17,-59.13,-19.24,6.75,26.66,-6.37,30.2,78.3524,1.481,77.9736,1.4728,1361,80.0605,1.8095,79.9681,1.8385,1882
Underground City,16707,6134,5055,5942,2631,1922,80.9423,1.5686,80.8819,1.5611,80.8058,1.5557,80.5356,1.6528,79.6823,1.3601,4965,4806,2126,960,1529,586.0223,585.2072,584.146,584.8407,582.5812,0.8692,0.8746,0.568,0.3235,0.7305,1037,1220,702,-0.96,-2.49,-9.21,-27.55,2.46,1.92,13.58,-19.47,80.5356,1.6528,80.4694,1.6723,1193,79.6823,1.3601,79.5525,1.3418,1922
Underground Detonations,16707,7252,5966,7054,1280,46,80.9156,1.6023,80.8619,1.6039,83.75,2.0141,82.6824,1.7213,82.057,1.7004,5868,5704,1072,73,40,587.2962,586.8368,589.6883,595.9286,626.8696,0.0952,0.1319,0.0286,0.0065,0.0359,8,12,34,-1.36,56.4,119.49,120.53,6.74,47.76,63.02,87.65,82.6824,1.7213,86.9048,2.1667,83,82.057,1.7004,86.9565,2.413,46
Urbanized Area,16707,6161,5051,5958,2607,1532,80.9771,1.6075,80.8828,1.5878,81.3195,1.8105,79.0927,1.6096,80.3037,1.8772,4989,4819,2120,1053,1229,585.7082,584.8667,582.6176,579.7335,579.1508,0.6654,0.6669,0.4911,0.2571,0.5876,889,955,577,-0.95,7.79,-42.25,-14.16,5.13,27.4,8.4,38.52,79.0927,1.6096,78.8174,1.6205,1335,80.3037,1.8772,80.2219,1.9217,1532
Vesta Shipyard,16707,6412,5305,6288,3396,2929,80.7236,1.6106,80.7411,1.628,80.3298,1.5757,78.0948,1.2888,80.0211,1.5044,5176,5077,2728,1172,2342,583.0365,582.2409,578.6525,574.5968,577.4923,0.9523,0.9576,0.709,0.4658,0.8625,1436,2008,921,-3.78,-12.01,-64.23,-19.42,9.15,3.92,-28.05,-3.43,78.0948,1.2888,77.7188,1.256,1508,80.0211,1.5044,79.959,1.5022,2929
Viral Enhancers,16707,6763,5495,6567,5791,5587,82.5225,1.8279,82.7623,1.8795,83.3707,1.9083,83.0946,1.7677,83.3914,1.9052,5581,5435,4828,3078,4664,582.7859,581.841,583.2797,581.7572,583.4811,0.9751,0.9784,0.9183,0.8508,0.9648,3607,4385,1202,36.64,48.81,45.63,50.99,34.3,37.18,24.37,38.19,83.0946,1.7677,83.2117,1.7802,3698,83.3914,1.9052,83.4795,1.9184,5587
Virus,16707,7055,5742,6837,5339,4557,83.0333,1.8183,82.9604,1.7954,83.7985,1.8788,83.4482,1.7071,83.0956,1.7447,5858,5672,4474,2763,3791,584.8636,583.9222,587.746,587.6986,587.397,0.8714,0.8659,0.8148,0.6665,0.8535,2880,3501,1056,40.61,57.37,53.41,45.21,25.89,34.23,18.09,21.73,83.4482,1.7071,83.6006,1.7174,3305,83.0956,1.7447,83.1907,1.7538,4556
Water Import From Europa,16707,6253,5085,6103,3058,1481,80.6813,1.5209,80.6325,1.5196,82.3741,1.7685,80.5768,1.6698,81.5503,1.8033,5045,4921,2519,1104,1209,583.407,582.8571,579.5137,574.9096,572.2586,0.6258,0.617,0.3189,0.2427,0.4843,858,1047,434,-5.95,28.88,-8.1,14.08,-1.69,23.2,15.28,30.28,80.5768,1.6698,80.5252,1.6893,1370,81.5503,1.8033,81.634,1.8393,1481
Water Splitting Plant,16707,6889,5683,6676,1453,293,80.6213,1.4321,80.737,1.4593,82.5189,1.8087,80.4689,1.6044,81.3099,1.686,5554,5390,1199,226,239,586.4172,585.5279,583.5017,572.8546,571.5461,0.5603,0.591,0.085,0.0439,0.2017,158,198,95,-3.86,31.78,-15.77,12.8,-7.72,27.22,11.6,25.19,80.4689,1.6044,80.1418,1.6525,282,81.3099,1.686,81.57,1.7884,292
Wave Power,16707,6352,5194,6127,2020,1236,80.9194,1.6184,80.9858,1.6367,80.9901,1.9,78.3841,1.5308,78.4721,1.4438,5140,4962,1636,611,965,584.603,583.3803,576.4193,571.6883,571.3341,0.7659,0.7689,0.4953,0.2017,0.6119,602,662,574,1.11,1.2,-63.89,-57.11,10.02,36.35,-0.72,-10.77,78.3841,1.5308,77.7354,1.5293,785,78.4721,1.4438,78.0744,1.4288,1236
Windmills,16707,6725,5503,6542,2781,2084,81.2193,1.499,81.2443,1.5141,81.3017,1.5883,80.0036,1.3199,79.9851,1.455,5462,5315,2261,1207,1665,585.9746,585.0185,592.9227,600.1085,593.6344,0.8087,0.8109,0.6708,0.3186,0.7494,1222,1265,819,6.28,7.43,-20.98,-20.71,-2.24,5.18,-24.53,-8.93,80.0036,1.3199,79.8809,1.2912,1510,79.9851,1.455,79.8944,1.4472,2084
Worms,16707,6744,5506,6564,1830,886,81.1833,1.5979,81.2919,1.6284,83.9344,2.1153,81.5681,1.7673,83.5041,2.0545,5475,5336,1536,507,745,585.1925,584.6941,584.2492,575.9548,572.3939,0.7371,0.7298,0.3508,0.135,0.4842,457,470,416,7.24,60.09,16.88,63.11,9.19,57.88,30.54,63.51,81.5681,1.7673,81.7742,1.8419,619,83.5041,2.0545,84.0858,2.1716,885
Zeppelins,16707,6385,5270,6174,1685,666,80.0,1.4857,79.9968,1.5006,81.1869,1.6955,80.2445,1.5232,82.7783,2.0569,5108,4939,1368,383,555,586.6479,585.556,579.0795,566.9979,572.6697,0.618,0.6154,0.3039,0.1079,0.3953,296,304,362,-18.67,5.14,-19.44,48.06,-3.59,15.9,-1.88,67.67,80.2445,1.5232,79.9582,1.5177,479,82.7783,2.0569,83.3333,2.2132,666
